Geneid	G10	G11	G15	G16	G3	G4	G5	G8	G9	KP0B	KP0	KP1B	KP1	KP2B	KP2	KP4B	KP4	KP6B	KP6	WP2	WP6
AC110573.1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0
Gm26635	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	2
Tmem191c	153	43	153	112	38	101	57	61	159	50	47	106	57	91	35	72	62	60	69	67	90
Pi4ka	2206	965	2265	2312	843	2060	1805	2038	2035	1660	1266	1930	1425	2449	1535	1789	1464	1872	1792	2382	2144
Serpind1	1	0	0	0	4	1	0	1	0	0	1	2	1	2	1	1	4	3	3	0	8
Gm24927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snap29	938	839	1258	1315	1031	930	946	1107	893	1065	758	1200	817	1289	839	1065	792	1163	1008	1272	1332
Crkl	1128	838	1668	1535	642	1216	1066	1284	1080	1259	748	1392	963	1744	933	1250	1252	1453	1275	1700	1742
Gm22770	4	0	7	6	3	12	11	2	2	3	1	5	0	2	0	1	0	7	1	4	7
Aifm3	57	16	25	40	28	35	30	78	51	41	22	52	39	33	31	31	16	42	27	34	47
Lztr1	1469	843	1621	1773	1111	1702	1314	1679	1359	1311	971	1579	1009	1704	975	1444	984	1381	1327	1693	1859
Thap7	285	421	323	311	404	321	336	314	265	299	228	396	254	405	258	341	240	415	362	399	428
AC113006.1	9	5	4	5	2	5	4	0	2	2	0	3	0	5	2	4	3	2	7	2	5
Lrrc74b	3	0	1	5	1	5	8	1	1	7	6	0	1	6	0	3	0	2	2	0	0
P2rx6	21	0	6	13	6	7	12	11	22	22	19	15	8	12	9	17	8	8	13	20	15
Slc7a4	598	253	432	539	183	335	309	533	410	296	296	434	307	574	334	371	310	331	351	613	543
Smpd4	758	424	683	677	478	845	637	805	695	581	405	732	532	921	585	828	558	940	672	768	996
Ccdc74a	37	0	55	43	19	42	11	31	40	50	32	51	40	79	16	56	44	41	45	48	84
Med15	2139	997	2026	2358	1208	1897	1646	1843	1693	1863	1322	2301	1449	2545	1736	2052	1728	2163	2118	2436	2475
AC087802.1	0	0	1	0	0	3	0	0	1	0	1	0	0	7	2	1	6	2	0	0	1
AC087802.5	0	0	0	3	0	5	0	0	1	0	0	0	0	4	6	1	1	2	5	1	3
Rpl26-ps4	1	0	1	1	1	4	1	0	0	6	4	4	4	8	0	7	3	9	1	1	11
AC087802.2	0	0	2	4	0	1	0	0	0	1	6	5	0	0	1	6	1	4	0	0	6
AC087802.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087802.4	4	0	0	3	0	0	0	0	1	1	0	0	0	0	1	3	0	0	1	0	0
Klhl22	808	717	865	913	682	754	792	830	749	719	502	979	663	970	663	808	625	778	668	758	808
Scarf2	92	14	25	35	19	20	10	114	63	62	63	94	83	106	89	48	27	42	62	89	97
AC078895.2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC078895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Car15	26	12	25	15	4	22	23	16	27	15	10	10	10	34	1	11	16	11	27	16	35
Gm20518	21	10	5	6	10	14	10	2	14	2	5	9	5	11	6	3	3	4	2	5	7
Dgcr2	1949	963	1333	1510	958	1667	1303	2045	1702	1484	1151	1871	1285	1889	1445	1319	1070	1341	1257	1971	2050
Tssk1	3	1	1	4	0	4	6	10	13	14	3	5	5	6	5	0	1	0	0	3	4
Tssk2	0	10	4	2	0	2	1	0	2	0	1	0	0	3	2	1	1	0	2	2	4
Ess2	483	327	330	438	409	392	379	456	456	341	248	459	238	447	320	331	282	389	321	441	444
Gsc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AA914427	10	0	11	2	1	3	7	11	7	5	1	10	3	4	3	5	6	8	4	1	15
Slc25a1	2570	2712	3475	3421	3314	2298	2528	4097	2403	3342	2317	3420	2720	4387	3499	4443	3366	5190	4658	3869	4223
Vpreb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087064.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr6	453	1738	917	899	1652	672	784	896	547	649	511	787	669	888	592	612	556	734	601	837	773
Prodh	536	748	1867	1446	1450	1270	1036	1007	405	700	475	859	577	922	648	782	694	1017	764	952	1153
Rtn4r	117	32	61	92	22	36	49	119	64	168	148	129	70	178	86	50	36	53	59	240	215
Mir6366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC118542.1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AC118542.3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Ccdc188	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Zdhhc8	202	12	55	57	25	122	94	198	188	131	94	170	175	224	158	110	75	82	81	183	189
Ranbp1	614	888	698	652	1199	643	488	989	525	606	389	616	598	813	695	861	483	1227	745	739	1054
Gm25777	9	7	5	3	6	17	6	1	4	4	0	5	7	6	2	9	0	8	12	1	14
AC084822.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt2a	827	471	788	641	589	1100	571	654	664	564	418	638	600	968	607	937	427	999	680	647	942
Dgcr8	805	299	541	684	444	734	481	632	637	462	295	526	366	619	349	555	390	530	476	510	662
Mir1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tango2	435	672	1071	970	1178	1032	785	348	522	455	359	582	339	659	429	656	568	565	565	437	520
Mir185	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
Arvcf	160	123	174	184	98	231	184	154	179	122	86	197	134	230	110	150	110	161	130	152	179
Gm26170	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Gm26219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Comt	1489	2073	2142	1975	2603	1963	1831	2510	1334	1588	1182	2320	1581	2684	2171	2162	1906	2777	2229	2254	2359
Gm15764	26	44	19	26	7	66	34	7	34	25	20	41	3	56	9	51	20	53	34	13	47
Txnrd2	295	213	329	370	317	395	295	498	303	289	180	346	215	368	273	328	284	415	312	410	375
AC133487.1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	3	2	1	0	1
Gnb1l	76	61	44	56	101	62	37	93	48	26	26	48	37	95	46	71	53	80	60	46	78
Rtl10	22	17	38	35	13	41	32	22	12	22	21	14	26	68	32	60	21	62	38	42	39
Tbx1	10	0	0	0	0	5	0	4	2	0	6	11	3	5	1	2	4	0	0	1	3
4930588K23Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gp1bb	0	0	1	2	3	4	0	1	0	2	0	6	0	2	0	1	2	0	2	0	0
AC133488.1	299	132	934	1153	315	1782	847	102	211	246	149	479	97	564	205	508	401	370	462	124	269
Sept5	1003	2652	3341	3576	2857	3446	2511	1546	744	1568	1080	2939	1437	3550	2550	3074	2879	3483	3440	1914	2002
AC083895.1	2	0	0	1	1	1	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0
Cldn5	0	0	0	3	0	1	1	0	1	7	0	6	3	0	8	0	2	0	4	0	0
Cdc45	255	196	259	259	258	269	193	357	241	192	154	212	187	348	224	413	172	410	244	292	455
Ufd1	1256	767	1117	1205	969	1125	868	993	1169	894	686	1099	823	1252	803	1063	800	1239	970	1110	1261
2510002D24Rik	350	311	250	278	227	322	213	309	332	276	234	339	250	396	218	249	201	357	291	348	396
Gm28539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl40	607	591	554	578	785	443	445	810	451	488	420	534	457	649	462	612	409	837	549	563	806
Hira	280	248	257	253	216	328	287	326	210	279	147	283	191	284	240	267	185	321	259	265	339
Gm15799	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	1	0	2	0	0	2
Gm15798	3	0	1	1	0	0	1	0	1	0	0	5	1	0	2	1	1	1	4	3	1
Gm18747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010309G21Rik	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Iglc1	4	8	12	7	53	73	5	93	6	20	7	11	17	18	92	3	12	13	4	5	68
Iglj1	1	0	0	0	0	1	0	1	0	2	0	1	1	0	2	0	1	0	0	0	3
Iglc3	3	0	1	0	0	51	4	3	6	2	6	0	0	8	12	0	2	0	0	15	26
Iglj3p	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
Iglj3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Iglv1	15	0	16	2	13	55	17	116	10	28	17	6	21	17	97	4	20	6	6	18	79
Gm18748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Iglj4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglc2	10	0	1	2	6	150	14	15	9	24	6	9	13	10	48	4	7	4	5	17	54
Iglj2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43388	0	0	0	0	1	31	2	2	2	0	0	1	0	2	2	2	0	0	0	0	2
Gm42870	5	0	0	0	0	63	1	0	13	1	0	1	1	5	3	0	0	1	0	3	9
Iglv3	3	3	4	0	0	59	0	3	4	16	1	2	0	8	8	1	0	2	0	3	19
A530030E21Rik	3	0	0	0	0	45	2	0	3	1	2	0	0	3	1	0	0	0	0	0	8
Iglv2	5	0	0	0	0	4	2	5	0	2	0	0	1	1	6	1	6	1	0	6	12
Olfr164	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gm22158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr165	24	144	308	356	57	158	223	6	27	6	26	15	2	10	14	24	43	34	60	30	21
Gm25762	1	0	2	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Olfr166	0	0	1	6	2	1	0	0	0	1	0	0	0	0	0	0	1	2	0	1	2
Olfr167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC115731.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamp3	0	0	0	0	0	6	0	0	0	1	0	1	0	0	1	0	0	3	0	0	2
Gm17799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt5	1614	349	250	264	185	239	83	312	1278	213	406	447	359	517	298	584	215	611	467	418	402
AC164558.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930003A15Rik	5	3	1	3	3	2	2	12	13	2	7	1	0	3	3	0	2	5	0	1	1
AC164558.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl6	12	2	5	5	25	205	28	23	21	17	9	15	13	18	27	3	12	9	9	17	93
Klhl24	1354	824	771	1407	891	760	917	1322	1277	984	432	1098	502	758	450	668	694	494	490	1196	795
Yeats2	887	397	657	625	379	837	607	782	867	554	399	710	539	868	466	777	543	836	650	804	897
Gm10241	1	0	2	0	1	1	1	1	4	2	2	3	3	12	3	2	3	3	4	4	8
Map6d1	1	15	1	0	0	7	0	6	4	6	2	8	2	4	1	2	1	2	1	0	0
AC120150.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parl	1080	1187	980	1133	1601	800	704	1452	872	942	630	1049	725	1033	780	1054	848	1176	1050	1117	1200
Cyp2ab1	0	0	0	1	0	0	0	0	4	0	1	2	1	0	0	0	0	0	1	1	3
Abcc5	844	171	662	870	181	727	506	508	870	407	271	463	258	781	359	545	633	602	617	392	471
Gm20614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2b5	1092	1285	1272	1248	1406	1007	1058	1692	1095	1259	824	1333	927	1560	1168	1578	967	1891	1410	1513	1823
Gm16618	2	0	3	8	4	1	1	3	8	2	3	6	3	11	1	11	6	13	3	5	6
Dvl3	1493	688	1641	1564	526	1409	1318	1198	1432	1218	938	1267	900	1930	1067	1480	1192	1548	1476	1775	1593
Ap2m1	4235	4943	6663	7042	6452	4939	4442	5868	3764	4538	3244	5316	3458	6252	4790	6187	4719	7110	6192	5995	6611
Gm15760	48	15	65	55	22	52	32	31	31	19	30	54	18	45	20	51	55	37	42	29	48
Abcf3	1223	742	1583	1275	1044	1360	939	1168	1041	941	689	1094	967	1488	1010	1298	956	1376	1194	1303	1386
AC087898.5	1	0	2	0	0	0	2	2	0	1	3	0	1	0	2	0	2	0	0	3	1
AC087898.2	16	0	2	3	3	5	0	2	6	4	2	2	8	10	0	4	0	0	7	5	3
AC087898.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087898.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwa5b2	78	64	114	155	41	187	108	36	76	53	22	75	32	106	37	72	84	144	127	69	72
AC087898.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg3	312	238	350	312	166	256	259	384	308	221	265	295	207	427	395	358	265	488	373	403	466
Eef1akmt4	81	107	80	61	96	41	28	148	62	81	61	83	117	129	91	79	60	111	89	115	121
Gm49333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camk2n2	21	35	44	45	11	8	6	30	26	54	31	54	45	40	22	45	40	51	37	49	57
Ece2	1	0	4	0	1	5	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
Psmd2	5274	3675	5901	5501	4704	4512	3825	6721	5067	5165	3634	5469	4503	6838	5121	7329	4316	8217	6028	6158	7520
Gm4462	4	21	5	2	3	4	5	4	3	0	2	4	6	1	1	4	2	5	1	3	1
Eif4g1	15391	6951	17004	16772	6719	15055	13349	15939	13239	12499	9227	13661	11635	18273	12490	17447	11375	19833	15568	16146	18726
Snord66	0	0	0	3	0	1	0	0	0	0	0	2	0	1	0	0	1	0	2	0	0
Fam131a	6	0	11	6	7	9	8	14	6	5	3	7	5	19	9	19	8	12	6	9	10
Clcn2	8821	3388	7559	6274	2503	4461	3192	4756	6420	7284	6580	8883	3653	7083	4910	5246	6351	4773	5874	8074	7135
Polr2h	329	604	432	395	686	344	336	509	224	298	251	346	267	418	306	427	342	545	488	417	510
Thpo	30	93	150	123	120	64	16	39	23	52	47	43	28	68	71	160	89	152	126	52	113
Chrd	42	59	96	53	20	12	0	19	30	40	41	22	24	26	10	84	33	23	59	44	43
Gm22741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT010490.2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CT010490.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	2
CT010490.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps10-ps2	16	63	17	19	43	5	18	41	21	32	25	40	31	43	22	24	21	38	24	43	61
AC158985.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC158985.1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
AC158985.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116527.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116527.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116527.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Teddm3	0	0	1	0	7	0	0	0	0	0	0	0	0	7	1	62	3	16	5	0	0
Ephb3	1446	629	769	968	379	932	828	1442	1284	737	650	800	974	956	657	809	534	919	640	1124	1098
AC123977.1	1	0	0	0	0	1	0	0	2	2	3	0	0	0	0	0	0	0	2	0	0
Gm16863	26	22	6	36	24	9	20	28	23	11	13	28	17	29	11	22	11	22	16	23	26
Mir7680	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC126457.1	139	43	63	106	59	105	53	71	75	63	54	98	27	93	42	55	39	66	63	58	84
Vps8	565	192	438	507	220	358	362	556	531	429	269	548	411	681	390	383	264	444	357	528	622
2510009E07Rik	829	156	207	246	135	288	352	744	732	544	367	616	423	621	324	260	177	248	244	643	676
Ehhadh	1641	1646	2646	2980	2126	1800	2063	2014	1937	1262	732	1664	1361	2348	1483	1613	2288	1791	2049	1960	1550
Gm24898	3	0	1	3	0	1	0	0	3	5	0	0	0	2	1	0	1	2	0	0	0
1300002E11Rik	596	121	439	457	217	547	375	284	529	319	166	391	197	366	172	311	199	242	220	265	419
Map3k13	827	251	1049	1552	482	1220	1314	322	653	401	219	445	290	742	337	569	622	528	486	508	599
AC114990.2	1	0	0	0	2	4	1	1	0	4	2	6	1	6	1	8	1	4	2	2	7
AC114990.1	0	0	0	0	0	3	1	0	0	0	1	2	0	0	1	4	0	1	0	0	1
Gm26744	2	0	4	10	0	4	0	2	2	2	4	3	1	5	1	5	2	4	0	1	0
AC114990.3	4	5	6	7	5	6	1	9	7	16	2	6	5	9	5	3	1	2	4	10	7
2610020F03Rik	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0
Tmem41a	406	951	936	999	990	909	962	551	393	488	382	581	320	716	539	699	769	809	813	615	615
Liph	1643	1275	2797	3278	1580	1434	1398	1271	1760	1222	928	1339	1270	2234	1468	2323	1939	2384	2024	1242	1588
Senp2	1526	765	1675	1867	1164	1752	1315	1340	1437	1153	791	1228	875	1497	929	1482	981	1643	1213	1238	1576
Ndufa11b	2	0	0	1	0	0	1	0	0	0	0	3	0	1	0	2	1	0	0	0	2
Igf2bp2	2347	648	1412	1220	901	1051	1170	2318	2248	2707	1866	2418	1831	2277	1768	1799	1209	1858	1361	2999	3127
Gm25810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5809	0	1	2	3	5	4	2	3	1	6	1	2	1	4	5	2	1	5	0	3	4
Gm26980	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	1	0	0
CT009567.1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	1	0	0	1
Tra2b	2387	2016	2662	2376	3267	2395	1948	2898	2080	2613	1801	2469	1820	3247	2230	2881	1819	2933	2504	3058	3124
Gng5-ps	1	7	0	7	7	1	2	1	3	2	1	2	5	3	3	3	3	1	3	4	3
AC154605.1	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv5	2128	126	176	196	63	128	119	2020	1747	957	682	576	1338	974	590	401	241	464	313	1507	1341
Dgkg	110	20	50	74	24	43	42	70	83	77	42	51	58	64	30	30	30	44	17	93	50
9230117E06Rik	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
CT009627.3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0
Mir8095	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT009627.1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0
CT009627.2	1	0	0	2	0	3	0	0	1	1	0	0	6	12	1	1	2	1	0	0	4
Gm15651	8	8	5	0	5	1	1	2	5	2	11	11	0	10	1	6	4	5	0	4	2
Gm22481	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6362	6	0	1	4	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	3
AC164296.1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygs	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
Tbccd1	959	410	480	510	354	499	430	811	828	721	461	767	732	844	490	610	314	595	570	974	951
Dnajb11	4161	3296	3824	3452	3055	3832	2636	4509	3872	3395	2917	3845	3839	4117	3691	4650	2384	5174	3746	3766	5243
CT027991.1	2	0	0	1	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	1
Ahsg	0	0	0	0	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	2	3
Fetub	3	12	1	1	2	1	5	5	2	8	3	2	5	4	3	0	1	2	0	3	2
Hrg	5	0	0	1	5	0	0	0	9	0	0	1	0	0	0	0	0	0	1	1	0
Kng2	5	2	3	0	4	2	0	0	0	1	0	2	8	1	2	1	5	6	5	1	7
Gm6493	5	1	2	13	0	5	4	3	2	18	8	4	5	6	3	5	2	8	6	5	7
AC154540.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154540.2	9	0	2	7	11	2	0	5	3	3	2	10	6	5	3	3	1	6	0	4	6
Kng1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AC154540.1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a2	10436	4322	7675	8494	4918	9649	6058	5824	9391	6249	4227	7290	4138	7356	3373	4919	2959	5399	3228	6363	7481
Snord2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm49346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24616	8	0	3	5	4	11	10	3	16	2	4	8	0	5	0	3	2	5	2	1	11
Rfc4	240	311	321	288	592	237	190	385	221	245	109	242	169	291	195	300	223	452	237	295	420
AC125396.2	13	0	14	12	12	17	4	14	26	11	7	15	18	16	10	8	6	14	7	11	16
AC125396.1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Adipoq	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
B630019A10Rik	1	0	0	1	0	4	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Gm6630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC106179	0	0	0	0	0	1	0	4	3	2	0	0	0	0	0	0	0	0	0	3	0
St6gal1	1842	140	371	613	56	326	197	1706	1440	1184	807	1413	1163	1437	1130	490	359	429	437	1679	1673
Gm23430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Masp1	0	0	2	5	0	0	2	1	2	0	0	0	1	0	0	2	0	0	0	0	0
Gm49514	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gm45338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtp4	860	77	119	166	111	201	125	328	794	451	297	1047	499	1117	1492	393	983	372	633	439	322
Gm6640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm49515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm49516	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sst	101	197	442	607	332	339	520	170	72	94	80	144	145	306	322	303	374	444	382	184	181
Rtp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl6	181	165	467	359	92	390	311	173	178	138	111	175	111	158	181	165	146	167	243	194	222
Gm37419	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3
Gm49518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm46545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31583	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	2	0	0
AC169509.1	3	0	2	3	7	11	5	3	3	2	3	3	5	1	0	2	5	10	3	3	8
Gm32126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31814	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC116484.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lppos	102	109	75	106	52	70	77	66	66	93	58	148	82	122	76	124	83	101	70	109	140
Lpp	2923	1177	2682	3220	1203	2328	2301	3350	3083	2256	1575	2180	1768	3158	1781	3314	1422	2666	2203	2624	3577
Gm24440	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	3	0
AC115954.1	17	13	11	16	19	13	4	14	19	8	8	7	10	8	6	7	14	12	11	17	9
Mir28a	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
Gm22672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A230028O05Rik	2	0	0	2	0	0	3	0	4	0	0	0	0	0	0	1	1	1	0	0	0
Tprg	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	3	0
AC164970.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trp63	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm24928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3h2	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	0
AU015336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
